"id_s!","family_s*","family_short_s","gradeband_s*","category_s","desc_t","band","code"
"7.SL.6","Common Core English Language Arts Standards","CC ELA","6-8","Speaking & Listening","Adapt speech to a variety of contexts and tasks, demonstrating command of formal English when indicated or appropriate.","7",
"7.W.1","Common Core English Language Arts Standards","CC ELA","6-8","Writing","Write arguments to support claims with clear reasons and relevant evidence.","7",
"7.W.1.a","Common Core English Language Arts Standards","CC ELA","6-8","Writing","Introduce claim(s), acknowledge alternate or opposing claims, and organize the reasons and evidence logically.","7",
"7.W.1.b","Common Core English Language Arts Standards","CC ELA","6-8","Writing","Support claim(s) with logical reasoning and relevant evidence, using accurate, credible sources and demonstrating an understanding of the topic or text.","7",
"7.W.1.c","Common Core English Language Arts Standards","CC ELA","6-8","Writing","Use words, phrases, and clauses to create cohesion and clarify the relationships among claim(s), reasons, and evidence.","7",
"7.W.1.d","Common Core English Language Arts Standards","CC ELA","6-8","Writing","Establish and maintain a formal style.","7",
"7.W.1.e","Common Core English Language Arts Standards","CC ELA","6-8","Writing","Provide a concluding statement or section that follows from and supports the argument presented.","7",
"7.W.10","Common Core English Language Arts Standards","CC ELA","6-8","Writing","Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of discipline-specific tasks, purposes, and audiences.","7",
"7.W.2","Common Core English Language Arts Standards","CC ELA","6-8","Writing","Write informative/explanatory texts to examine a topic and convey ideas, concepts, and information through the selection, organization, and analysis of relevant content.","7",
"7.W.2.a","Common Core English Language Arts Standards","CC ELA","6-8","Writing","Introduce a topic clearly, previewing what is to follow; organize ideas, concepts, and information, using strategies such as definition, classification, comparison/contrast, and cause/effect; include formatting (e.g., headings), graphics (e.g., charts, tables), and multimedia when useful to aiding comprehension.","7",
"7.W.2.b","Common Core English Language Arts Standards","CC ELA","6-8","Writing","Develop the topic with relevant facts, definitions, concrete details, quotations, or other information and examples.","7",
"7.W.2.c","Common Core English Language Arts Standards","CC ELA","6-8","Writing","Use appropriate transitions to create cohesion and clarify the relationships among ideas and concepts.","7",
"7.W.2.d","Common Core English Language Arts Standards","CC ELA","6-8","Writing","Use precise language and domain-specific vocabulary to inform about or explain the topic.","7",
"7.W.2.e","Common Core English Language Arts Standards","CC ELA","6-8","Writing","Establish and maintain a formal style.","7",
"7.W.2.f","Common Core English Language Arts Standards","CC ELA","6-8","Writing","Provide a concluding statement or section that follows from and supports the information or explanation presented.","7",
"7.W.3","Common Core English Language Arts Standards","CC ELA","6-8","Writing","Write narratives to develop real or imagined experiences or events using effective technique, relevant descriptive details, and well-structured event sequences.","7",
"7.W.3.a","Common Core English Language Arts Standards","CC ELA","6-8","Writing","Engage and orient the reader by establishing a context and point of view and introducing a narrator and/or characters; organize an event sequence that unfolds naturally and logically.","7",
"7.W.3.b","Common Core English Language Arts Standards","CC ELA","6-8","Writing","Use narrative techniques, such as dialogue, pacing, and description, to develop experiences, events, and/or characters.","7",
"7.W.3.c","Common Core English Language Arts Standards","CC ELA","6-8","Writing","Use a variety of transition words, phrases, and clauses to convey sequence and signal shifts from one time frame or setting to another.","7",
"7.W.3.d","Common Core English Language Arts Standards","CC ELA","6-8","Writing","Use precise words and phrases, relevant descriptive details, and sensory language to capture the action and convey experiences and events.","7",
"7.W.3.e","Common Core English Language Arts Standards","CC ELA","6-8","Writing","Provide a conclusion that follows from and reflects on the narrated experiences or events.","7",
"7.W.4","Common Core English Language Arts Standards","CC ELA","6-8","Writing","Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience. (Grade-specific expectations for writing types are defined in standards 1–3 above.)","7",
"7.W.5","Common Core English Language Arts Standards","CC ELA","6-8","Writing","With some guidance and support from peers and adults, develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach, focusing on how well purpose and audience have been addressed.","7",
"7.W.6","Common Core English Language Arts Standards","CC ELA","6-8","Writing","Use technology, including the Internet, to produce and publish writing and link to and cite sources as well as to interact and collaborate with others, including linking to and citing sources.","7",
"7.W.7","Common Core English Language Arts Standards","CC ELA","6-8","Writing","Conduct short research projects to answer a question, drawing on several sources and generating additional related, focused questions for further research and investigation.","7",
"7.W.8","Common Core English Language Arts Standards","CC ELA","6-8","Writing","Gather relevant information from multiple print and digital sources, using search terms effectively; assess the credibility and accuracy of each source; and quote or paraphrase the data and conclusions of others while avoiding plagiarism and following a standard format for citation.","7",
"7.W.9","Common Core English Language Arts Standards","CC ELA","6-8","Writing","Draw evidence from literary or informational texts to support analysis, reflection, and research.","7",
"7.W.9.a","Common Core English Language Arts Standards","CC ELA","6-8","Writing","Apply grade 7 Reading standards to literature (e.g., “Compare and contrast a fictional portrayal of a time, place, or character and a historical account of the same period as a means of understanding how authors of fiction use or alter history”).","7",
"7.W.9.b","Common Core English Language Arts Standards","CC ELA","6-8","Writing","Apply grade 7 Reading standards to literary nonfiction (e.g. “Trace and evaluate the argument and specific claims in a text, assessing whether the reasoning is sound and the evidence is relevant and sufficient to support the claims”).","7",
